names,scores,logfoldchanges,pvals,pvals_adj
SNTA1,27.716309,1.9250716,4.44099618316757e-169,3.470503726526478e-168
DIAPH2-AS1,27.681986,1.5635474,1.150573195995895e-168,8.98062078151084e-168
DOCK3,27.606066,1.8867745,9.409485143729845e-168,7.318156013215643e-167
MTCP1,27.577372,2.881211,2.0790073087115377e-167,1.6150065508879465e-166
NAGLU,27.525341,1.61815,8.734784257549991e-167,6.758491828854813e-166
BEST1,27.210274,2.7497606,4.9093072446490016e-163,3.703366390257967e-162
FAAH2,27.181198,2.34267,1.0836774997086825e-162,8.162202199499423e-162
ZMYND19,27.173195,2.1212215,1.347343031640567e-162,1.0140310939670236e-161
LENG8-AS1,27.097279,1.8053069,1.0601072987045216e-161,7.951007903813751e-161
MPND,26.99664,2.0234396,1.6184415234045038e-160,1.208304606256365e-159
CCDC85C,26.89146,2.0414732,2.7641747085550354e-159,2.0503931272556834e-158
GML,26.882029,2.3371124,3.563281133434541e-159,2.6411471673881477e-158
PXN-AS1,26.727438,1.8370672,2.259178578222585e-157,1.6483074727315266e-156
CENPM,26.528543,1.7388641,4.542352429665475e-155,3.2666208138072034e-154
C8orf82,26.368662,1.7036897,3.1359565823913545e-153,2.2371271747806787e-152
GNA12,26.361027,1.5092527,3.8364153936931933e-153,2.73383016838268e-152
TMLHE-AS1,26.243492,3.0614865,8.481048750447349e-152,5.993396964563154e-151
ITFG2-AS1,26.150196,1.7454916,9.804953930473575e-151,6.879287863445927e-150
PINK1,26.145561,1.6313833,1.1069977967751901e-150,7.761280145932255e-150
PKP4,26.105778,1.5063002,3.1346702691476687e-150,2.194605646750683e-149
PPP1R3F,26.02069,1.8636802,2.888843417051751e-149,2.008131011895867e-148
EVA1B,25.884727,2.170872,9.895645643853037e-148,6.827855922387737e-147
TBC1D16,25.637733,2.4835386,5.793663231003796e-145,3.939207856298898e-144
COPRS,25.60339,2.025275,1.3985751130497363e-144,9.492652727075005e-144
SNRK-AS1,25.57705,4.7923017,2.747071837301455e-144,1.861957108150844e-143
DIABLO,25.551422,2.9367502,5.294419870139422e-144,3.5823377599892188e-143
ME1,25.481583,1.74852,3.1545534484912777e-143,2.121976688899186e-142
DOK6,25.381065,1.5343196,4.0816294899289165e-142,2.7315090923026347e-141
TRPC1,25.340439,1.5930647,1.1454891877524322e-141,7.652759448938065e-141
LINC02245,25.326155,1.8202126,1.6458756747843613e-141,1.0988227637045507e-140
RASAL2,25.278257,3.8517878,5.540310794566371e-141,3.6862564307403857e-140
PIK3R2,25.236038,1.984018,1.612021940334199e-140,1.0682033636457707e-139
G2E3-AS1,25.224277,3.1948044,2.169877684026715e-140,1.4359204099098669e-139
MCM3AP-AS1,25.168745,1.7983713,8.811731367790092e-140,5.815445511127033e-139
SPINDOC,25.11951,1.9278888,3.044702370216451e-139,2.0046681016283823e-138
LINC00630,25.028624,1.9555199,2.9842741855681766e-138,1.9517472347325563e-137
THSD4-AS1,24.921711,3.5249066,4.328298830928346e-137,2.809159254514291e-136
IGLC2,24.874462,1.8664641,1.4062346331017796e-136,9.099602943298818e-136
RHOU,24.817509,1.6652045,5.802242325630258e-136,3.740964673078514e-135
LRRC8C-DT,24.78387,1.7683656,1.3380925365232209e-135,8.618760617079126e-135
P2RX5,24.603868,2.0332763,1.1483294838340982e-133,7.314619576714074e-133
INPP5A,24.503864,1.602272,1.3434958635882312e-132,8.505185072369624e-132
SPATA1,24.484684,1.9965866,2.150821616224372e-132,1.356778768094085e-131
