names,scores,logfoldchanges,pvals,pvals_adj
MYBPC1,-0.023285536,-17.951101,0.9814225091507106,1.0
TM4SF18,-0.023285536,-17.214125,0.9814225091507106,1.0
OR5H1,-0.023285536,-17.414213,0.9814225091507106,1.0
SHCBP1L,-0.023285536,-17.499624,0.9814225091507106,1.0
LINC02227,-0.023285536,-17.759195,0.9814225091507106,1.0
CYP8B1,-0.023285536,-17.141972,0.9814225091507106,1.0
AGRP,-0.023285536,-17.688812,0.9814225091507106,1.0
GPC4,-0.023285536,-17.64748,0.9814225091507106,1.0
SPAAR,-0.023285536,-17.265205,0.9814225091507106,1.0
OR51B5,-0.023285536,-17.38128,0.9814225091507106,1.0
IGKJ4,-0.023285536,-17.23973,0.9814225091507106,1.0
GOLGA6L7,-0.02359114,-0.66229415,0.9811787385553995,1.0
IGHV3-48,-0.023592765,-0.8279787,0.9811774430564675,1.0
CNTNAP3B,-0.023593849,-0.8633003,0.9811765793905405,1.0
DNAJC5B,-0.023595473,-0.75469524,0.9811752838916913,1.0
RASD2,-0.023597097,-0.83134824,0.9811739883928917,1.0
ZNF502,-0.023766275,-0.24391212,0.9810390408738638,1.0
PNPLA3,-0.023887543,-0.3389723,0.9809423108258567,1.0
HLA-DOB,-0.023948988,-0.55884737,0.9808932981628665,1.0
ANK1,-0.024119793,-0.5542798,0.9807570562941171,1.0
ZNF215,-0.024249451,-0.66641223,0.9806536337603706,1.0
COL15A1,-0.024558304,-0.399404,0.9804072778479551,1.0
MAB21L2,-0.024631388,-0.8872004,0.9803489818046612,1.0
TRAJ47,-0.024632473,-0.9252334,0.9803481181603635,1.0
SUSD5,-0.024634097,-1.2758342,0.9803468226939601,1.0
LIN28B-AS1,-0.024634637,-1.2361256,0.9803463908718372,1.0
ECM1,-0.024635721,-1.3467745,0.9803455272276086,1.0
SYCP1,-0.024636261,-1.2794281,0.9803450954055029,1.0
LINC01798,-0.024636803,-1.5488166,0.980344663583403,1.0
LINC00922,-0.024637885,-1.7506332,0.9803437999392204,1.0
PDE4C,-0.024638427,-1.9027216,0.9803433681171378,1.0
SEC14L4,-0.02463951,-1.5369369,0.9803425044729898,1.0
CACNA1E,-0.02463951,-2.2558382,0.9803425044729898,1.0
ZNF219,-0.024676595,-0.25158823,0.9803129246748367,1.0
LINC02268,-0.024957838,-0.8884844,0.9800885940969228,1.0
P3H4,-0.025264796,-0.24395876,0.9798437538587517,1.0
PLA2G7,-0.025294572,-0.9839363,0.9798200040244889,1.0
